season,team,projection_cutoff,expected_opening_caller_id,eligible_at_cutoff,unknown_reason,expected_opening_hc_id,prev_season_closing_caller_id,prev_closing_hc_id,prev_closing_caller_id,pc_changed_entering,hc_changed_entering,caller_identity_unknown,hc_identity_unknown
2014,ARI,2014-09-03,,False,unresolved_historical_attribution,bruce_arians,,bruce_arians,,,0.0,1,0
2014,ATL,2014-09-03,,False,post_cutoff_evidence_only,mike_smith,,mike_smith,,,0.0,1,0
2014,BAL,2014-09-03,,False,post_cutoff_evidence_only,john_harbaugh,,john_harbaugh,,,0.0,1,0
2014,BUF,2014-09-03,,False,post_cutoff_evidence_only,doug_marrone,,doug_marrone,,,0.0,1,0
2014,CAR,2014-09-03,,False,post_cutoff_evidence_only,ron_rivera,,ron_rivera,,,0.0,1,0
2014,CHI,2014-09-03,,False,unresolved_historical_attribution,marc_trestman,,marc_trestman,,,0.0,1,0
2014,CIN,2014-09-03,hue_jackson,True,,marvin_lewis,,marvin_lewis,,,0.0,0,0
2014,CLE,2014-09-03,,False,post_cutoff_evidence_only,mike_pettine,,rob_chudzinski,,,1.0,1,0
2014,DAL,2014-09-03,scott_linehan,True,,jason_garrett,,jason_garrett,,,0.0,0,0
2014,DEN,2014-09-03,,False,post_cutoff_evidence_only,john_fox,,john_fox,,,0.0,1,0
2014,DET,2014-09-03,joe_lombardi,True,,jim_caldwell,,jim_schwartz,,,1.0,0,0
2014,GB,2014-09-03,,False,missing_or_uncertain_date,mike_mccarthy,,mike_mccarthy,,,0.0,1,0
2014,HOU,2014-09-03,,False,post_cutoff_evidence_only,bill_obrien,,wade_phillips,,,1.0,1,0
2014,IND,2014-09-03,,False,post_cutoff_evidence_only,chuck_pagano,,chuck_pagano,,,0.0,1,0
2014,JAX,2014-09-03,,False,unresolved_historical_attribution,gus_bradley,,gus_bradley,,,0.0,1,0
2014,KC,2014-09-03,,False,post_cutoff_evidence_only,andy_reid,,andy_reid,,,0.0,1,0
2014,LA,2014-09-03,,False,post_cutoff_evidence_only,jeff_fisher,,jeff_fisher,,,0.0,1,0
2014,LAC,2014-09-03,,False,post_cutoff_evidence_only,mike_mccoy,,mike_mccoy,,,0.0,1,0
2014,LV,2014-09-03,,False,unresolved_historical_attribution,dennis_allen,,dennis_allen,,,0.0,1,0
2014,MIA,2014-09-03,,False,post_cutoff_evidence_only,joe_philbin,,joe_philbin,,,0.0,1,0
2014,MIN,2014-09-03,,False,post_cutoff_evidence_only,mike_zimmer,,leslie_frazier,,,1.0,1,0
2014,NE,2014-09-03,,False,post_cutoff_evidence_only,bill_belichick,,bill_belichick,,,0.0,1,0
2014,NO,2014-09-03,,False,post_cutoff_evidence_only,sean_payton,,sean_payton,,,0.0,1,0
2014,NYG,2014-09-03,ben_mcadoo,True,,tom_coughlin,,tom_coughlin,,,0.0,0,0
2014,NYJ,2014-09-03,,False,post_cutoff_evidence_only,rex_ryan,,rex_ryan,,,0.0,1,0
2014,PHI,2014-09-03,,False,post_cutoff_evidence_only,chip_kelly,,chip_kelly,,,0.0,1,0
2014,PIT,2014-09-03,,False,post_cutoff_evidence_only,mike_tomlin,,mike_tomlin,,,0.0,1,0
2014,SEA,2014-09-03,,False,post_cutoff_evidence_only,pete_carroll,,pete_carroll,,,0.0,1,0
2014,SF,2014-09-03,,False,unresolved_historical_attribution,jim_harbaugh,,jim_harbaugh,,,0.0,1,0
2014,TB,2014-09-03,,False,post_cutoff_evidence_only,lovie_smith,,greg_schiano,,,1.0,1,0
2014,TEN,2014-09-03,ken_whisenhunt,True,,ken_whisenhunt,,mike_munchak,,,1.0,0,0
2014,WAS,2014-09-03,,False,post_cutoff_evidence_only,jay_gruden,,mike_shanahan,,,1.0,1,0
2015,ARI,2015-09-09,,False,post_cutoff_evidence_only,bruce_arians,,bruce_arians,,,0.0,1,0
2015,ATL,2015-09-09,kyle_shanahan,True,,dan_quinn,dirk_koetter,mike_smith,dirk_koetter,1.0,1.0,0,0
2015,BAL,2015-09-09,,False,post_cutoff_evidence_only,john_harbaugh,gary_kubiak,john_harbaugh,gary_kubiak,,0.0,1,0
2015,BUF,2015-09-09,,False,post_cutoff_evidence_only,rex_ryan,nathaniel_hackett,doug_marrone,nathaniel_hackett,,1.0,1,0
2015,CAR,2015-09-09,,False,post_cutoff_evidence_only,ron_rivera,mike_shula,ron_rivera,mike_shula,,0.0,1,0
2015,CHI,2015-09-09,,False,post_cutoff_evidence_only,john_fox,,marc_trestman,,,1.0,1,0
2015,CIN,2015-09-09,,False,unresolved_historical_attribution,marvin_lewis,hue_jackson,marvin_lewis,hue_jackson,,0.0,1,0
2015,CLE,2015-09-09,,False,unresolved_historical_attribution,mike_pettine,kyle_shanahan,mike_pettine,kyle_shanahan,,0.0,1,0
2015,DAL,2015-09-09,,False,post_cutoff_evidence_only,jason_garrett,scott_linehan,jason_garrett,scott_linehan,,0.0,1,0
2015,DEN,2015-09-09,gary_kubiak,True,,gary_kubiak,adam_gase,john_fox,adam_gase,1.0,1.0,0,0
2015,DET,2015-09-09,,False,missing_or_uncertain_date,jim_caldwell,joe_lombardi,jim_caldwell,joe_lombardi,,0.0,1,0
2015,GB,2015-09-09,,False,missing_or_uncertain_date,mike_mccarthy,mike_mccarthy,mike_mccarthy,mike_mccarthy,,0.0,1,0
2015,HOU,2015-09-09,,False,post_cutoff_evidence_only,bill_obrien,bill_obrien,bill_obrien,bill_obrien,,0.0,1,0
2015,IND,2015-09-09,,False,post_cutoff_evidence_only,chuck_pagano,pep_hamilton,chuck_pagano,pep_hamilton,,0.0,1,0
2015,JAX,2015-09-09,,False,post_cutoff_evidence_only,gus_bradley,,gus_bradley,,,0.0,1,0
2015,KC,2015-09-09,,False,post_cutoff_evidence_only,andy_reid,andy_reid,andy_reid,andy_reid,,0.0,1,0
2015,LA,2015-09-09,,False,post_cutoff_evidence_only,jeff_fisher,brian_schottenheimer,jeff_fisher,brian_schottenheimer,,0.0,1,0
2015,LAC,2015-09-09,,False,post_cutoff_evidence_only,mike_mccoy,frank_reich,mike_mccoy,frank_reich,,0.0,1,0
2015,LV,2015-09-09,,False,post_cutoff_evidence_only,jack_del_rio,,tony_sparano,,,1.0,1,0
2015,MIA,2015-09-09,,False,post_cutoff_evidence_only,joe_philbin,bill_lazor,joe_philbin,bill_lazor,,0.0,1,0
2015,MIN,2015-09-09,,False,post_cutoff_evidence_only,mike_zimmer,norv_turner,mike_zimmer,norv_turner,,0.0,1,0
2015,NE,2015-09-09,,False,post_cutoff_evidence_only,bill_belichick,josh_mcdaniels,bill_belichick,josh_mcdaniels,,0.0,1,0
2015,NO,2015-09-09,,False,post_cutoff_evidence_only,sean_payton,sean_payton,sean_payton,sean_payton,,0.0,1,0
2015,NYG,2015-09-09,ben_mcadoo,True,,tom_coughlin,ben_mcadoo,tom_coughlin,ben_mcadoo,0.0,0.0,0,0
2015,NYJ,2015-09-09,,False,post_cutoff_evidence_only,todd_bowles,marty_mornhinweg,rex_ryan,marty_mornhinweg,,1.0,1,0
2015,PHI,2015-09-09,,False,post_cutoff_evidence_only,chip_kelly,chip_kelly,chip_kelly,chip_kelly,,0.0,1,0
2015,PIT,2015-09-09,,False,post_cutoff_evidence_only,mike_tomlin,todd_haley,mike_tomlin,todd_haley,,0.0,1,0
2015,SEA,2015-09-09,,False,post_cutoff_evidence_only,pete_carroll,darrell_bevell,pete_carroll,darrell_bevell,,0.0,1,0
2015,SF,2015-09-09,,False,post_cutoff_evidence_only,jim_tomsula,,jim_harbaugh,,,1.0,1,0
2015,TB,2015-09-09,,False,post_cutoff_evidence_only,lovie_smith,marcus_arroyo,lovie_smith,marcus_arroyo,,0.0,1,0
2015,TEN,2015-09-09,,False,post_cutoff_evidence_only,ken_whisenhunt,ken_whisenhunt,ken_whisenhunt,ken_whisenhunt,,0.0,1,0
2015,WAS,2015-09-09,,False,post_cutoff_evidence_only,jay_gruden,jay_gruden,jay_gruden,jay_gruden,,0.0,1,0
2016,ARI,2016-09-07,bruce_arians,True,,bruce_arians,bruce_arians,bruce_arians,bruce_arians,0.0,0.0,0,0
2016,ATL,2016-09-07,kyle_shanahan,True,,dan_quinn,kyle_shanahan,dan_quinn,kyle_shanahan,0.0,0.0,0,0
2016,BAL,2016-09-07,,False,post_cutoff_evidence_only,john_harbaugh,marc_trestman,john_harbaugh,marc_trestman,,0.0,1,0
2016,BUF,2016-09-07,,False,post_cutoff_evidence_only,rex_ryan,greg_roman,rex_ryan,greg_roman,,0.0,1,0
2016,CAR,2016-09-07,mike_shula,True,,ron_rivera,mike_shula,ron_rivera,mike_shula,0.0,0.0,0,0
2016,CHI,2016-09-07,,False,unresolved_historical_attribution,john_fox,adam_gase,john_fox,adam_gase,,0.0,1,0
2016,CIN,2016-09-07,,False,unresolved_historical_attribution,marvin_lewis,,marvin_lewis,,,0.0,1,0
2016,CLE,2016-09-07,hue_jackson,True,,hue_jackson,,mike_pettine,,,1.0,0,0
2016,DAL,2016-09-07,,False,post_cutoff_evidence_only,jason_garrett,scott_linehan,jason_garrett,scott_linehan,,0.0,1,0
2016,DEN,2016-09-07,,False,unresolved_historical_attribution,gary_kubiak,gary_kubiak,gary_kubiak,gary_kubiak,,0.0,1,0
2016,DET,2016-09-07,jim_bob_cooter,True,,jim_caldwell,jim_bob_cooter,jim_caldwell,jim_bob_cooter,0.0,0.0,0,0
2016,GB,2016-09-07,,False,missing_or_uncertain_date,mike_mccarthy,mike_mccarthy,mike_mccarthy,mike_mccarthy,,0.0,1,0
2016,HOU,2016-09-07,,False,post_cutoff_evidence_only,bill_obrien,george_godsey,bill_obrien,george_godsey,,0.0,1,0
2016,IND,2016-09-07,rob_chudzinski,True,,chuck_pagano,rob_chudzinski,chuck_pagano,rob_chudzinski,0.0,0.0,0,0
2016,JAX,2016-09-07,,False,post_cutoff_evidence_only,gus_bradley,greg_olson,gus_bradley,greg_olson,,0.0,1,0
2016,KC,2016-09-07,,False,post_cutoff_evidence_only,andy_reid,andy_reid,andy_reid,andy_reid,,0.0,1,0
2016,LA,2016-09-07,rob_boras,True,,jeff_fisher,rob_boras,jeff_fisher,rob_boras,0.0,0.0,0,0
2016,LAC,2016-09-07,,False,unresolved_historical_attribution,mike_mccoy,frank_reich,mike_mccoy,frank_reich,,0.0,1,0
2016,LV,2016-09-07,,False,post_cutoff_evidence_only,jack_del_rio,bill_musgrave,jack_del_rio,bill_musgrave,,0.0,1,0
2016,MIA,2016-09-07,adam_gase,True,,adam_gase,zac_taylor,joe_philbin,zac_taylor,1.0,1.0,0,0
2016,MIN,2016-09-07,,False,post_cutoff_evidence_only,mike_zimmer,norv_turner,mike_zimmer,norv_turner,,0.0,1,0
2016,NE,2016-09-07,,False,post_cutoff_evidence_only,bill_belichick,josh_mcdaniels,bill_belichick,josh_mcdaniels,,0.0,1,0
2016,NO,2016-09-07,,False,unresolved_historical_attribution,sean_payton,sean_payton,sean_payton,sean_payton,,0.0,1,0
