season,player,position,team,ffc_adp,fmt,norm_name,ffc_overall_rank,ffc_pos_rank
2013,Pierre Garcon,WR,WAS,56.1,ppr,pierre garcon,56,18
2013,Hakeem Nicks,WR,IND,57.3,ppr,hakeem nicks,57,19
2013,Tom Brady,QB,NE,57.4,ppr,tom brady,58,4
2013,Cam Newton,QB,CAR,58.3,ppr,cam newton,59,5
2013,Jordy Nelson,WR,GB,59.9,ppr,jordy nelson,60,20
2013,Matt Ryan,QB,ATL,61.1,ppr,matt ryan,61,6
2013,Antonio Brown,WR,PIT,62.8,ppr,antonio brown,62,21
2013,Torrey Smith,WR,BAL,63.7,ppr,torrey smith,63,22
2013,Rashard Mendenhall,RB,ARI,64.5,ppr,rashard mendenhall,64,31
2013,DeAngelo Williams,RB,CAR,65.9,ppr,deangelo williams,65,32
2013,Eric Decker,WR,NYJ,66.6,ppr,eric decker,66,23
2013,Matthew Stafford,QB,DET,70.4,ppr,matthew stafford,67,7
2013,DeSean Jackson,WR,WAS,71.7,ppr,desean jackson,68,24
2013,Colin Kaepernick,QB,SF,72.1,ppr,colin kaepernick,69,8
2013,Mike Wallace,WR,MIA,73.0,ppr,mike wallace,70,25
2013,Kyle Rudolph,TE,MIN,73.2,ppr,kyle rudolph,71,6
2013,Mark Ingram II,RB,NO,75.5,ppr,mark ingram,72,33
2013,Steve Smith,WR,BAL,75.6,ppr,steve smith,73,26
2013,BenJarvus Green-Ellis,RB,CIN,75.9,ppr,benjarvus greenellis,74,34
2013,Jermichael Finley,TE,GB,78.1,ppr,jermichael finley,75,7
2013,James Jones,WR,LV,78.5,ppr,james jones,76,27
2013,Ben Tate,RB,CLE,78.6,ppr,ben tate,77,35
2013,Andrew Luck,QB,IND,78.8,ppr,andrew luck,78,9
2013,Ronnie Hillman,RB,DEN,78.8,ppr,ronnie hillman,78,36
2013,Robert Griffin III,QB,WAS,79.3,ppr,robert griffin,80,10
2013,Antonio Gates,TE,LAC,80.2,ppr,antonio gates,81,8
2013,Tavon Austin,WR,LAR,80.6,ppr,tavon austin,82,28
2013,Tony Romo,QB,DAL,81.9,ppr,tony romo,83,11
2013,T.Y. Hilton,WR,IND,83.3,ppr,ty hilton,84,29
2013,Cecil Shorts,WR,JAX,83.9,ppr,cecil shorts,85,30
2013,Anquan Boldin,WR,SF,85.7,ppr,anquan boldin,86,31
2013,Fred Jackson,RB,,88.8,ppr,fred jackson,87,37
2013,Bryce Brown,RB,PHI,88.9,ppr,bryce brown,88,38
2013,Russell Wilson,QB,SEA,89.9,ppr,russell wilson,89,12
2013,Miles Austin,WR,FA,90.6,ppr,miles austin,90,32
2013,Danny Woodhead,RB,LAC,91.6,ppr,danny woodhead,91,39
2013,Bernard Pierce,RB,BAL,91.6,ppr,bernard pierce,91,39
2013,Greg Jennings,WR,MIN,91.8,ppr,greg jennings,93,33
2013,Jared Cook,TE,LAR,92.8,ppr,jared cook,94,9
2013,Greg Olsen,TE,CAR,95.0,ppr,greg olsen,95,10
2013,Steve Johnson,WR,,95.3,ppr,steve johnson,96,34
2013,Vick Ballard,RB,IND,96.4,ppr,vick ballard,97,41
2013,Josh Gordon,WR,CLE,98.1,ppr,josh gordon,98,35
2013,Mike Williams,WR,,99.5,ppr,mike williams,99,36
2013,Pierre Thomas,RB,NO,102.4,ppr,pierre thomas,100,42
2013,Kenny Britt,WR,LAR,103.1,ppr,kenny britt,101,37
2013,Eli Manning,QB,NYG,103.7,ppr,eli manning,102,13
2013,Michael Vick,QB,NYJ,106.0,ppr,michael vick,103,14
2013,Golden Tate,WR,DET,106.3,ppr,golden tate,104,38
2013,Brandon Myers,TE,TB,111.4,ppr,brandon myers,105,11
2013,Jacquizz Rodgers,RB,ATL,112.2,ppr,jacquizz rodgers,106,43
2013,Lance Moore,WR,PIT,112.3,ppr,lance moore,107,39
2013,Mikel Leshoure,RB,DET,113.8,ppr,mikel leshoure,108,44
2013,Isaiah Pead,RB,LAR,115.0,ppr,isaiah pead,109,45
2013,DeAndre Hopkins,WR,HOU,115.0,ppr,deandre hopkins,109,40
2013,Owen Daniels,TE,BAL,116.0,ppr,owen daniels,111,12
2013,Andy Dalton,QB,CIN,116.6,ppr,andy dalton,112,15
2013,Michael Bush,RB,FA,116.9,ppr,michael bush,113,46
2013,Kenbrell Thompkins,WR,NE,122.5,ppr,kenbrell thompkins,114,41
2013,Vincent Brown,WR,LAC,123.5,ppr,vincent brown,115,42
2013,Emmanuel Sanders,WR,DEN,123.5,ppr,emmanuel sanders,115,42
2013,LaMichael James,RB,SF,123.7,ppr,lamichael james,117,47
2013,Joseph Randle,RB,DAL,124.3,ppr,joseph randle,118,48
2013,Jordan Cameron,TE,CLE,124.5,ppr,jordan cameron,119,13
2013,Ben Roethlisberger,QB,PIT,124.7,ppr,ben roethlisberger,120,16
2013,Chris Givens,WR,LAR,125.7,ppr,chris givens,121,44
2013,Martellus Bennett,TE,CHI,126.2,ppr,martellus bennett,122,14
2013,Jay Cutler,QB,CHI,126.4,ppr,jay cutler,123,17
2013,Carson Palmer,QB,ARI,128.0,ppr,carson palmer,124,18
2013,Michael Floyd,WR,ARI,130.8,ppr,michael floyd,125,45
2013,Fred Davis,TE,FA,132.4,ppr,fred davis,126,15
2013,Knowshon Moreno,RB,MIA,132.7,ppr,knowshon moreno,127,49
2013,Aaron Dobson,WR,NE,133.3,ppr,aaron dobson,128,46
2013,Shonn Greene,RB,TEN,134.3,ppr,shonn greene,129,50
2013,Bilal Powell,RB,NYJ,134.6,ppr,bilal powell,130,51
2013,Sidney Rice,WR,SEA,135.0,ppr,sidney rice,131,47
2013,Marcel Reece,RB,LV,136.1,ppr,marcel reece,132,52
2013,Matt Schaub,QB,LV,136.4,ppr,matt schaub,133,19
2013,Joique Bell,RB,DET,137.2,ppr,joique bell,134,53
2013,Joe Flacco,QB,BAL,137.4,ppr,joe flacco,135,20
2013,Isaac Redman,RB,PIT,138.5,ppr,isaac redman,136,54
2013,Alshon Jeffery,WR,CHI,138.7,ppr,alshon jeffery,137,48
2013,Justin Blackmon,WR,JAX,138.7,ppr,justin blackmon,137,48
2013,Tyler Eifert,TE,CIN,142.0,ppr,tyler eifert,139,16
2013,Sam Bradford,QB,LAR,142.7,ppr,sam bradford,140,21
2013,Zach Sudfeld,TE,NE,144.8,ppr,zach sudfeld,141,17
2013,Christine Michael,RB,SEA,146.5,ppr,christine michael,142,55
2013,Ryan Broyles,WR,DET,147.5,ppr,ryan broyles,143,50
2013,Josh Freeman,QB,NYG,147.9,ppr,josh freeman,144,22
2013,Brandon Pettigrew,TE,DET,148.9,ppr,brandon pettigrew,145,18
2013,Roy Helu,RB,WAS,149.0,ppr,roy helu,146,56
2013,Denarius Moore,WR,LV,149.1,ppr,denarius moore,147,51
2013,LeGarrette Blount,RB,PIT,149.2,ppr,legarrette blount,148,57
2013,Rueben Randle,WR,NYG,150.0,ppr,rueben randle,149,52
2013,Daniel Thomas,RB,MIA,151.0,ppr,daniel thomas,150,58
2013,Darrius Heyward-Bey,WR,PIT,151.1,ppr,darrius heywardbey,151,53
2013,Denard Robinson,RB,JAX,151.6,ppr,denard robinson,152,59
2013,Kendall Hunter,RB,SF,152.2,ppr,kendall hunter,153,60
2013,Heath Miller,TE,PIT,152.2,ppr,heath miller,153,19
2013,Alex Smith,QB,KC,153.0,ppr,alex smith,155,23
2013,Cordarrelle Patterson,WR,MIN,153.0,ppr,cordarrelle patterson,155,54
2013,Coby Fleener,TE,IND,155.2,ppr,coby fleener,157,20
2013,Brian Hartline,WR,MIA,155.8,ppr,brian hartline,158,55
2013,Ryan Tannehill,QB,MIA,155.8,ppr,ryan tannehill,158,24
2013,Percy Harvin,WR,SEA,156.5,ppr,percy harvin,160,56
2013,Philip Rivers,QB,LAC,157.6,ppr,philip rivers,161,25
2013,EJ Manuel,QB,,161.6,ppr,ej manuel,162,26
