player_id,player,position,metric_name,raw_value,qualifier_flag,coverage_flag,pct_among_2025_qualifiers,disclosure,is_rookie_context,draft_round,draft_pick,pct_among_2026_drafted_class
00-0034857,Josh Allen,QB,CPOE,1.5463913043478215,True,qualified,64.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034796,Lamar Jackson,QB,CPOE,-2.225529801324491,True,qualified,26.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039851,Drake Maye,QB,CPOE,9.138516260162604,True,qualified,97.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036442,Joe Burrow,QB,CPOE,2.0552123552123476,True,qualified,69.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039910,Jayden Daniels,QB,CPOE,-3.332180851063825,True,qualified,11.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036389,Jalen Hurts,QB,CPOE,3.0895374449339243,True,qualified,76.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040691,Jaxson Dart,QB,CPOE,-2.0306489675516346,True,qualified,31.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036355,Justin Herbert,QB,CPOE,3.3101127450980243,True,qualified,81.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039918,Caleb Williams,QB,CPOE,-6.874683098591532,True,qualified,2.4,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036971,Trevor Lawrence,QB,CPOE,-2.7296964285714154,True,qualified,23.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033077,Dak Prescott,QB,CPOE,4.445366666666658,True,qualified,92.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033873,Patrick Mahomes,QB,CPOE,-2.896912350597617,True,qualified,19.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037834,Brock Purdy,QB,CPOE,5.071830985915497,True,qualified,95.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0026498,Matthew Stafford,QB,CPOE,1.4761474036850828,True,qualified,61.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039732,Bo Nix,QB,CPOE,-2.0674183006535927,True,qualified,28.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036264,Jordan Love,QB,CPOE,3.816195899772211,True,qualified,88.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033106,Jared Goff,QB,CPOE,1.5814532871972347,True,qualified,66.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038128,Malik Willis,QB,CPOE,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034855,Baker Mayfield,QB,CPOE,-1.6144420433154778,True,qualified,38.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040743,Tyler Shough,QB,CPOE,0.6467584097859316,True,qualified,54.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0035228,Kyler Murray,QB,CPOE,-0.9986956521739074,True,qualified,42.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039163,C.J. Stroud,QB,CPOE,0.7664775413711737,True,qualified,57.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034869,Sam Darnold,QB,CPOE,4.306666666666686,True,qualified,90.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038542,Bijan Robinson,RB,RYOE/att,0.9085048234399007,True,qualified,86.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039139,Jahmyr Gibbs,RB,RYOE/att,0.6954542104258375,True,qualified,74.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036223,Jonathan Taylor,RB,RYOE/att,0.613373471242784,True,qualified,64.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0033280,Christian McCaffrey,RB,RYOE/att,-0.5443675992756675,True,qualified,7.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037248,James Cook,RB,RYOE/att,1.1743041656187394,True,qualified,96.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039040,De'Von Achane,RB,RYOE/att,1.029728816304663,True,qualified,90.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0034844,Saquon Barkley,RB,RYOE/att,0.2761220683010875,True,qualified,39.2,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040122,Ashton Jeanty,RB,RYOE/att,-0.1946568123100747,True,qualified,17.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040666,Omarion Hampton,RB,RYOE/att,0.6580777528949869,True,qualified,70.6,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038597,Chase Brown,RB,RYOE/att,0.33743554811154153,True,qualified,47.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038134,Kenneth Walker,RB,RYOE/att,0.1818949483895081,True,qualified,37.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0041027,Jeremiyah Love,RB,college_scrim_yds_share_2025,0.28730325288562436,False,rookie_no_prior_season,,Rookie: college production context (different instrument than veteran rows — not directly comparable). Descriptive only; not validated; never combined with other board signals.,True,1,3,75.0
00-0032764,Derrick Henry,RB,RYOE/att,1.1187350244421481,True,qualified,94.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0035700,Josh Jacobs,RB,RYOE/att,-0.03147802276027586,True,qualified,27.5,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0038120,Breece Hall,RB,RYOE/att,0.5885268028320638,True,qualified,62.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0037840,Kyren Williams,RB,RYOE/att,0.5698771921524118,True,qualified,56.9,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036973,Travis Etienne,RB,RYOE/att,0.17274371995127394,True,qualified,35.3,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036997,Javonte Williams,RB,RYOE/att,0.6233103072179247,True,qualified,66.7,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040734,TreVeyon Henderson,RB,RYOE/att,0.8463412625516966,True,qualified,80.4,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0039361,Bucky Irving,RB,RYOE/att,-0.7414485800105641,True,qualified,2.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040715,Cam Skattebo,RB,RYOE/att,0.4301278279173624,True,qualified,49.0,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040719,Bhayshul Tuten,RB,RYOE/att,,False,below_vendor_qualifier,,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0036275,D'Andre Swift,RB,RYOE/att,0.5827989178163684,True,qualified,60.8,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
00-0040784,Quinshon Judkins,RB,RYOE/att,0.30390349096522645,True,qualified,43.1,"Descriptive 2025 efficiency only (H7 pre-registered null, 2026-07-12: not predictive of market error). Never combined with other board signals.",False,,,
